t,bid,ask,mid,book_bid,book_ask,inventory,cash,pnl,spread
862,106.767628,108.392628,106.830128,106.780128,106.880128,-15.000000,1847.443739,244.991822,1.625000
863,106.879567,108.504567,106.942067,106.892067,106.992067,-14.000000,1740.564172,243.375238,1.625000
864,106.890727,108.490727,106.990727,106.940727,107.040727,-15.000000,1849.054899,244.193998,1.600000
865,106.874540,108.499540,106.937040,106.887040,106.987040,-15.000000,1849.054899,244.999298,1.625000
866,106.717261,108.342261,106.779761,106.729761,106.829761,-15.000000,1849.054899,247.358477,1.625000
867,106.537107,108.162107,106.599607,106.549607,106.649607,-16.000000,1957.217006,251.623295,1.625000
868,106.587324,108.237324,106.612324,106.562324,106.662324,-16.000000,1957.217006,251.419816,1.650000
869,106.574626,108.224626,106.599626,106.549626,106.649626,-16.000000,1957.217006,251.622982,1.650000
870,106.613321,108.263321,106.638321,106.588321,106.688321,-16.000000,1957.217006,251.003873,1.650000
871,106.460387,108.110387,106.485387,106.435387,106.535387,-15.000000,1850.756619,253.475821,1.650000
872,106.321107,107.946107,106.383607,106.333607,106.433607,-15.000000,1850.756619,255.002512,1.625000
873,106.332458,107.957458,106.394958,106.344958,106.444958,-14.000000,1744.424161,254.894749,1.625000
874,106.158553,107.758553,106.258553,106.208553,106.308553,-14.000000,1744.424161,256.804415,1.600000
875,106.162885,107.762885,106.262885,106.212885,106.312885,-13.000000,1638.261277,256.843776,1.600000
876,106.613582,108.188582,106.751082,106.701082,106.801082,-13.000000,1638.261277,250.497214,1.575000
877,106.426913,108.001913,106.564413,106.514413,106.614413,-14.000000,1746.263190,254.361408,1.575000
878,106.431139,108.031139,106.531139,106.481139,106.581139,-14.000000,1746.263190,254.827244,1.600000
879,106.532299,108.132299,106.632299,106.582299,106.682299,-14.000000,1746.263190,253.411002,1.600000
880,106.202358,107.802358,106.302358,106.252358,106.352358,-14.000000,1746.263190,258.030185,1.600000
881,105.945492,107.545492,106.045492,105.995492,106.095492,-14.000000,1746.263190,261.626307,1.600000
882,105.929494,107.529494,106.029494,105.979494,106.079494,-14.000000,1746.263190,261.850275,1.600000
883,106.138058,107.738058,106.238058,106.188058,106.288058,-13.000000,1640.125132,259.030377,1.600000
884,105.892861,107.467861,106.030361,105.980361,106.080361,-12.000000,1534.232271,261.867938,1.575000
885,105.999824,107.549824,106.174824,106.124824,106.224824,-11.000000,1428.232446,260.309378,1.550000
886,106.095143,107.620143,106.307643,106.257643,106.357643,-11.000000,1428.232446,258.848371,1.525000
887,106.213513,107.738513,106.426013,106.376013,106.476013,-12.000000,1535.970960,258.858800,1.525000
888,106.586975,108.136975,106.761975,106.711975,106.811975,-12.000000,1535.970960,254.827262,1.550000
889,106.655985,108.205985,106.830985,106.780985,106.880985,-12.000000,1535.970960,253.999135,1.550000
890,106.838126,108.388126,107.013126,106.963126,107.063126,-13.000000,1644.359085,253.188450,1.550000
891,106.745426,108.320426,106.882926,106.832926,106.932926,-13.000000,1644.359085,254.881050,1.575000
892,106.726867,108.301867,106.864367,106.814367,106.914367,-13.000000,1644.359085,255.122320,1.575000
893,106.673396,108.248396,106.810896,106.760896,106.860896,-12.000000,1537.685690,255.954940,1.575000
894,106.662983,108.212983,106.837983,106.787983,106.887983,-12.000000,1537.685690,255.629890,1.550000
895,106.684769,108.234769,106.859769,106.809769,106.909769,-11.000000,1431.000920,255.543460,1.550000
896,106.503295,108.028295,106.715795,106.665795,106.765795,-11.000000,1431.000920,257.127176,1.525000
897,106.649553,108.174553,106.862053,106.812053,106.912053,-10.000000,1324.351368,255.730842,1.525000
898,107.078469,108.278469,107.178469,107.128469,107.228469,-10.000000,1324.351368,252.566675,1.200000
899,107.196159,108.396159,107.296159,107.246159,107.346159,-10.000000,1324.351368,251.389774,1.200000
900,107.254751,108.454751,107.354751,107.304751,107.404751,-11.000000,1432.806119,251.903855,1.200000
901,107.261191,108.786191,107.473691,107.423691,107.523691,-10.000000,1325.544928,250.808015,1.525000
902,107.440801,108.640801,107.540801,107.490801,107.590801,-10.000000,1325.544928,250.136916,1.200000
903,107.327476,108.527476,107.427476,107.377476,107.477476,-11.000000,1434.072404,252.370171,1.200000
904,106.976086,108.501086,107.188586,107.138586,107.238586,-10.000000,1327.096318,255.210463,1.525000
905,106.974953,108.174953,107.074953,107.024953,107.124953,-11.000000,1435.271271,257.446787,1.200000
906,106.888271,108.413271,107.100771,107.050771,107.150771,-10.000000,1328.383000,257.375287,1.525000
907,107.181165,108.381165,107.281165,107.231165,107.331165,-9.000000,1221.201834,255.671346,1.200000
908,107.035909,108.215909,107.175909,107.125909,107.225909,-9.000000,1221.201834,256.618652,1.180000
909,107.123447,108.303447,107.263447,107.213447,107.313447,-9.000000,1221.201834,255.830807,1.180000
910,107.318558,108.498558,107.458558,107.408558,107.508558,-9.000000,1221.201834,254.074812,1.180000
911,107.290604,108.470604,107.430604,107.380604,107.480604,-9.000000,1221.201834,254.326402,1.180000
912,106.912081,108.092081,107.052081,107.002081,107.102081,-8.000000,1114.289754,257.873110,1.180000
913,107.142179,108.302179,107.322179,107.272179,107.372179,-9.000000,1222.591933,256.692319,1.160000
914,107.077859,108.257859,107.217859,107.167859,107.267859,-10.000000,1330.849792,258.671203,1.180000
915,107.351424,108.551424,107.451424,107.401424,107.501424,-10.000000,1330.849792,256.335555,1.200000
916,107.206780,108.406780,107.306780,107.256780,107.356780,-9.000000,1223.643013,257.881997,1.200000
917,107.307162,108.487162,107.447162,107.397162,107.497162,-10.000000,1332.130174,257.658557,1.180000
918,107.451244,108.651244,107.551244,107.501244,107.601244,-10.000000,1332.130174,256.617739,1.200000
919,107.690655,108.890655,107.790655,107.740655,107.840655,-10.000000,1332.130174,254.223620,1.200000
920,107.379642,108.579642,107.479642,107.429642,107.529642,-10.000000,1332.130174,257.333751,1.200000
921,107.315285,108.515285,107.415285,107.365285,107.465285,-11.000000,1440.645459,259.077329,1.200000
922,107.177367,108.702367,107.389867,107.339867,107.439867,-11.000000,1440.645459,259.356920,1.525000
923,107.199807,108.724807,107.412307,107.362307,107.462307,-11.000000,1440.645459,259.110084,1.525000
924,107.328584,108.853584,107.541084,107.491084,107.591084,-11.000000,1440.645459,257.693538,1.525000
925,107.351293,108.876293,107.563793,107.513793,107.613793,-10.000000,1333.294166,257.656231,1.525000
926,107.491515,108.691515,107.591515,107.541515,107.641515,-9.000000,1225.802650,257.479011,1.200000
927,107.520578,108.700578,107.660578,107.610578,107.710578,-9.000000,1225.802650,256.857445,1.180000
928,107.394218,108.574218,107.534218,107.484218,107.584218,-10.000000,1334.376868,259.034685,1.180000
929,107.495790,108.695790,107.595790,107.545790,107.645790,-9.000000,1226.881079,258.518972,1.200000
930,107.513128,108.693128,107.653128,107.603128,107.703128,-9.000000,1226.881079,258.002928,1.180000
931,107.392531,108.572531,107.532531,107.482531,107.582531,-8.000000,1119.488547,259.228297,1.180000
932,107.352005,108.512005,107.532005,107.482005,107.582005,-9.000000,1228.000553,260.212506,1.160000
933,107.246505,108.426505,107.386505,107.336505,107.436505,-8.000000,1120.754048,261.662012,1.180000
934,107.397109,108.557109,107.577109,107.527109,107.627109,-9.000000,1229.311158,261.117172,1.160000
935,107.531732,108.711732,107.671732,107.621732,107.721732,-10.000000,1338.022889,261.305571,1.180000
936,107.814972,109.014972,107.914972,107.864972,107.964972,-11.000000,1447.037861,259.973170,1.200000
937,107.609228,109.134228,107.821728,107.771728,107.871728,-11.000000,1447.037861,260.998855,1.525000
938,107.781641,109.306641,107.994141,107.944141,108.044141,-11.000000,1447.037861,259.102307,1.525000
939,107.867611,109.392611,108.080111,108.030111,108.130111,-10.000000,1339.170250,258.369139,1.525000
940,108.000856,109.200856,108.100856,108.050856,108.150856,-11.000000,1448.371106,259.261691,1.200000
941,107.837369,109.362369,108.049869,107.999869,108.099869,-10.000000,1340.533737,260.035050,1.525000
942,108.100182,109.300182,108.200182,108.150182,108.250182,-10.000000,1340.533737,258.531922,1.200000
943,108.177761,109.377761,108.277761,108.227761,108.327761,-9.000000,1232.355976,257.856127,1.200000
944,107.975406,109.155406,108.115406,108.065406,108.165406,-9.000000,1232.355976,259.317323,1.180000
945,108.093688,109.273688,108.233688,108.183688,108.283688,-9.000000,1232.355976,258.252782,1.180000
946,108.120161,109.300161,108.260161,108.210161,108.310161,-10.000000,1341.656138,259.054524,1.180000
947,108.172511,109.372511,108.272511,108.222511,108.322511,-11.000000,1451.028648,260.031029,1.200000
948,108.197114,109.722114,108.409614,108.359614,108.459614,-11.000000,1451.028648,258.522893,1.525000
949,108.054847,109.579847,108.267347,108.217347,108.317347,-10.000000,1342.973801,260.300327,1.525000
950,108.126998,109.326998,108.226998,108.176998,108.276998,-9.000000,1234.846803,260.803819,1.200000
951,108.321774,109.501774,108.461774,108.411774,108.511774,-10.000000,1344.348577,259.730837,1.180000
952,108.247302,109.447302,108.347302,108.297302,108.397302,-9.000000,1236.101275,260.975560,1.200000
953,108.227665,109.407665,108.367665,108.317665,108.417665,-8.000000,1127.873610,260.932292,1.180000
954,108.006724,109.166724,108.186724,108.136724,108.236724,-8.000000,1127.873610,262.379818,1.160000
955,107.814684,108.974684,107.994684,107.944684,108.044684,-9.000000,1236.848294,264.896140,1.160000
956,108.120348,109.300348,108.260348,108.210348,108.310348,-9.000000,1236.848294,262.505160,1.180000
957,108.395989,109.575989,108.535989,108.485989,108.585989,-10.000000,1346.424283,261.064391,1.180000
958,108.513969,109.713969,108.613969,108.563969,108.663969,-10.000000,1346.424283,260.284594,1.200000
959,108.805509,110.005509,108.905509,108.855509,108.955509,-10.000000,1346.424283,257.369189,1.200000
960,108.665357,109.865357,108.765357,108.715357,108.815357,-11.000000,1456.289640,259.870717,1.200000
961,108.452921,109.977921,108.665421,108.615421,108.715421,-11.000000,1456.289640,260.970011,1.525000
962,108.475441,110.000441,108.687941,108.637941,108.737941,-10.000000,1347.814199,260.934789,1.525000
963,108.683300,109.883300,108.783300,108.733300,108.833300,-10.000000,1347.814199,259.981194,1.200000
964,108.706043,109.906043,108.806043,108.756043,108.856043,-11.000000,1457.720242,260.853766,1.200000
965,108.597357,110.122357,108.809857,108.759857,108.859857,-11.000000,1457.720242,260.811812,1.525000
966,108.723359,110.248359,108.935859,108.885859,108.985859,-11.000000,1457.720242,259.425795,1.525000
967,109.020596,110.545596,109.233096,109.183096,109.283096,-12.000000,1568.265838,257.468690,1.525000
968,109.183031,110.733031,109.358031,109.308031,109.408031,-12.000000,1568.265838,255.969471,1.550000
969,109.220799,110.770799,109.395799,109.345799,109.445799,-11.000000,1459.045039,255.691253,1.550000
970,109.186506,110.711506,109.399006,109.349006,109.449006,-11.000000,1459.045039,255.655973,1.525000
971,109.243165,110.768165,109.455665,109.405665,109.505665,-12.000000,1569.813204,256.345222,1.525000
972,109.467143,111.017143,109.642143,109.592143,109.692143,-11.000000,1460.346062,254.282492,1.550000
973,109.294821,110.819821,109.507321,109.457321,109.557321,-11.000000,1460.346062,255.765533,1.525000
974,109.362262,110.887262,109.574762,109.524762,109.624762,-10.000000,1350.983800,255.236179,1.525000
975,109.504535,110.704535,109.604535,109.554535,109.654535,-9.000000,1241.479265,255.038451,1.200000
976,109.619872,110.799872,109.759872,109.709872,109.809872,-10.000000,1352.279137,254.680413,1.180000
977,109.542020,110.742020,109.642020,109.592020,109.692020,-10.000000,1352.279137,255.858933,1.200000
978,109.640219,110.840219,109.740219,109.690219,109.790219,-10.000000,1352.279137,254.876951,1.200000
979,109.667916,110.867916,109.767916,109.717916,109.817916,-9.000000,1242.611221,254.699972,1.200000
980,109.971259,111.151259,110.111259,110.061259,110.161259,-9.000000,1242.611221,251.609893,1.180000
981,109.737744,110.917744,109.877744,109.827744,109.927744,-10.000000,1353.528965,254.751523,1.180000
982,109.651941,110.851941,109.751941,109.701941,109.801941,-10.000000,1353.528965,256.009558,1.200000
983,109.712364,110.912364,109.812364,109.762364,109.862364,-9.000000,1243.816601,255.505325,1.200000
984,109.558111,110.738111,109.698111,109.648111,109.748111,-9.000000,1243.816601,256.533604,1.180000
985,109.604592,110.784592,109.744592,109.694592,109.794592,-8.000000,1134.212008,256.255270,1.180000
986,109.569246,110.729246,109.749246,109.699246,109.799246,-7.000000,1024.642763,256.398042,1.160000
987,109.622774,110.762774,109.842774,109.792774,109.892774,-7.000000,1024.642763,255.743344,1.140000
988,109.546926,110.686926,109.766926,109.716926,109.816926,-6.000000,915.095837,256.494283,1.140000
989,109.421038,110.541038,109.681038,109.631038,109.731038,-6.000000,915.095837,257.009611,1.120000
990,109.297673,110.417673,109.557673,109.507673,109.607673,-6.000000,915.095837,257.749800,1.120000
991,109.495217,110.615217,109.755217,109.705217,109.805217,-7.000000,1025.711054,257.424537,1.120000
992,109.521382,110.661382,109.741382,109.691382,109.791382,-7.000000,1025.711054,257.521383,1.140000
993,109.581655,110.721655,109.801655,109.751655,109.851655,-7.000000,1025.711054,257.099465,1.140000
994,109.423035,110.563035,109.643035,109.593035,109.693035,-8.000000,1136.274089,259.129810,1.140000
995,109.350563,110.510563,109.530563,109.480563,109.580563,-8.000000,1136.274089,260.029584,1.160000
996,109.434911,110.594911,109.614911,109.564911,109.664911,-8.000000,1136.274089,259.354804,1.160000
997,109.497500,110.657500,109.677500,109.627500,109.727500,-8.000000,1136.274089,258.854088,1.160000
998,109.415128,110.575128,109.595128,109.545128,109.645128,-8.000000,1136.274089,259.513064,1.160000
999,109.605580,110.765580,109.785580,109.735580,109.835580,-8.000000,1136.274089,257.989450,1.160000
